photo_id,title,description,tags,faves,short_description,area
901369,Roman Baths Town Square,"A famous tourist destination in England known for its architecture, history, and culture.","England, Bath, Tourism, Architecture",1989,"A famous tourist destination in England known for its architecture, history, and culture.",Bath
901370,Roman Baths Heritage Site,A well-known England tourism landmark offering memorable experiences and local culture.,"England, Bath, Tourism, Urban",16231,A well-known England tourism landmark offering memorable experiences and local culture.,Bath
901371,Roman Baths Cultural Centre,"A famous tourist destination in England known for its architecture, history, and culture.","England, Bath, Tourism, Urban",8807,"A famous tourist destination in England known for its architecture, history, and culture.",Bath
901372,Roman Baths Viewpoint,"A famous tourist destination in England known for its architecture, history, and culture.","England, Bath, Tourism, Culture",137,"A famous tourist destination in England known for its architecture, history, and culture.",Bath
901373,Roman Baths Cathedral,A well-known England tourism landmark offering memorable experiences and local culture.,"England, Bath, Tourism, Heritage",10754,A well-known England tourism landmark offering memorable experiences and local culture.,Bath
901374,Roman Baths Castle,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Bath, Tourism, Urban",10789,One of England's most visited attractions with strong tourism and sightseeing appeal.,Bath
901375,Roman Baths Bridge,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Bath, Tourism, Urban",16890,One of England's most visited attractions with strong tourism and sightseeing appeal.,Bath
901376,Roman Baths Art Gallery,"Visitors from around the world travel here for photography, heritage, and exploration.","England, Bath, Tourism, History",9610,"Visitors from around the world travel here for photography, heritage, and exploration.",Bath
901377,Roman Baths Adventure Trail,"Visitors from around the world travel here for photography, heritage, and exploration.","England, Bath, Tourism, Heritage",12967,"Visitors from around the world travel here for photography, heritage, and exploration.",Bath
901378,Roman Baths Tourism Hub,"Visitors from around the world travel here for photography, heritage, and exploration.","England, Bath, Tourism, Architecture",6235,"Visitors from around the world travel here for photography, heritage, and exploration.",Bath
901379,Bath Abbey Historic Quarter,"A famous tourist destination in England known for its architecture, history, and culture.","England, Bath, Tourism, Heritage",2985,"A famous tourist destination in England known for its architecture, history, and culture.",Bath
901380,Bath Abbey Museum,A well-known England tourism landmark offering memorable experiences and local culture.,"England, Bath, Tourism, Heritage",15482,A well-known England tourism landmark offering memorable experiences and local culture.,Bath
901381,Bath Abbey Gardens,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Bath, Tourism, Heritage",10947,One of England's most visited attractions with strong tourism and sightseeing appeal.,Bath
901382,Bath Abbey River Walk,A well-known England tourism landmark offering memorable experiences and local culture.,"England, Bath, Tourism, History",8902,A well-known England tourism landmark offering memorable experiences and local culture.,Bath
901383,Bath Abbey Town Square,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Bath, Tourism, Heritage",7247,One of England's most visited attractions with strong tourism and sightseeing appeal.,Bath
901384,Bath Abbey Heritage Site,"A famous tourist destination in England known for its architecture, history, and culture.","England, Bath, Tourism, Architecture",936,"A famous tourist destination in England known for its architecture, history, and culture.",Bath
901385,Bath Abbey Cultural Centre,One of England's most visited attractions with strong tourism and sightseeing appeal.,"England, Bath, Tourism, Urban",13760,One of England's most visited attractions with strong tourism and sightseeing appeal.,Bath
901386,Bath Abbey Viewpoint,A well-known England tourism landmark offering memorable experiences and local culture.,"England, Bath, Tourism, History",17956,A well-known England tourism landmark offering memorable experiences and local culture.,Bath
901387,Bath Abbey Cathedral,"Visitors from around the world travel here for photography, heritage, and exploration.","England, Bath, Tourism, History",6177,"Visitors from around the world travel here for photography, heritage, and exploration.",Bath
